#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321A36C31
#Date Time: 2025-01-07 22:35:35.285
#Sample rate: 1e+08Hz
#Samples: 16384

Time (s),ser3,ser1,ser2,rclk,clk,Bus
4.826e-05,0,0,0,1,0,h00
4.827e-05,0,0,0,1,0,h00
4.828e-05,0,0,0,1,0,h00
4.829e-05,0,0,0,1,0,h00
4.83e-05,0,0,0,1,0,h00
4.831e-05,0,0,0,1,0,h00
4.832e-05,0,0,0,1,1,h00
4.833e-05,0,0,0,1,1,h00
4.834e-05,0,0,0,1,1,h00
4.835e-05,0,0,0,1,1,h00
4.836e-05,0,0,0,1,1,h00
4.837e-05,0,0,0,1,1,h00
4.838e-05,0,0,0,1,0,h00
4.839e-05,0,0,0,1,0,h00
4.84e-05,0,0,0,1,0,h00
4.841e-05,0,0,0,1,0,h00
4.842e-05,0,0,0,1,0,h00
4.843e-05,0,0,0,1,0,h00
4.844e-05,0,0,0,1,0,h00
4.845e-05,0,0,0,1,1,h00
4.846e-05,0,0,0,1,1,h00
4.847e-05,0,0,0,1,1,h00
4.848e-05,0,0,0,1,1,h00
4.849e-05,0,0,0,1,1,h00
4.85e-05,0,0,0,1,1,h00
4.851e-05,0,0,0,1,0,h00
4.852e-05,0,0,0,1,0,h00
4.853e-05,0,0,0,1,0,h00
4.854e-05,0,0,0,1,0,h00
4.855e-05,0,0,0,1,0,h00
4.856e-05,0,0,0,1,0,h00
4.857e-05,0,0,0,1,0,h00
4.858e-05,0,0,0,1,1,h00
4.859e-05,0,0,0,1,1,h00
4.86e-05,0,0,0,1,1,h00
4.861e-05,0,0,0,1,1,h00
4.862e-05,0,0,0,1,1,h00
4.863e-05,0,0,0,1,1,h00
4.864e-05,0,0,0,1,0,h00
4.865e-05,0,0,0,1,0,h00
4.866e-05,0,0,0,1,0,h00
4.867e-05,0,0,0,1,0,h00
4.868e-05,0,0,0,1,0,h00
4.869e-05,0,0,0,1,0,h00
4.87e-05,0,0,0,1,1,h00
4.871e-05,0,0,0,1,1,h00
4.872e-05,0,0,0,1,1,h00
4.873e-05,0,0,0,1,1,h00
4.874e-05,0,0,0,1,1,h00
4.875e-05,0,0,0,1,1,h00
4.876e-05,0,0,0,1,1,h00
4.877e-05,0,0,0,1,0,h00
4.878e-05,0,0,0,1,0,h00
4.879e-05,0,0,0,1,0,h00
4.88e-05,0,0,0,1,0,h00
4.881e-05,0,0,0,1,0,h00
4.882e-05,0,0,0,1,0,h00
4.883e-05,0,0,0,1,1,h00
4.884e-05,0,0,0,1,1,h00
4.885e-05,0,0,0,1,1,h00
4.886e-05,0,0,0,1,1,h00
4.887e-05,0,0,0,1,1,h00
4.888e-05,0,0,0,1,1,h00
4.889e-05,0,0,0,1,1,h00
4.89e-05,0,0,0,1,0,h00
4.891e-05,0,0,0,1,0,h00
4.892e-05,0,0,0,1,0,h00
4.893e-05,0,0,0,1,0,h00
4.894e-05,0,0,0,1,0,h00
4.895e-05,0,0,0,1,0,h00
4.896e-05,0,0,0,1,1,h00
4.897e-05,0,0,0,1,1,h00
4.898e-05,0,0,0,1,1,h00
4.899e-05,0,0,0,1,1,h00
4.9e-05,0,0,0,1,1,h00
4.901e-05,0,0,0,1,1,h00
4.902e-05,0,0,0,1,0,h00
4.903e-05,0,0,0,1,0,h00
4.904e-05,0,0,0,1,0,h00
4.905e-05,0,0,0,1,0,h00
4.906e-05,0,0,0,1,0,h00
4.907e-05,0,0,0,1,0,h00
4.908e-05,0,0,0,1,0,h00
4.909e-05,0,0,0,1,1,h00
4.91e-05,0,0,0,1,1,h00
4.911e-05,0,0,0,1,1,h00
4.912e-05,0,0,0,1,1,h00
4.913e-05,0,0,0,1,1,h00
4.914e-05,0,0,0,1,1,h00
4.915e-05,0,0,0,1,0,h00
4.916e-05,0,0,0,1,0,h00
4.917e-05,0,0,0,1,0,h00
4.918e-05,0,0,0,1,0,h00
4.919e-05,0,0,0,1,0,h00
4.92e-05,0,0,0,1,0,h00
4.921e-05,0,0,0,1,0,h00
4.922e-05,0,0,0,1,1,h00
4.923e-05,0,0,0,1,1,h00
4.924e-05,0,0,0,1,1,h00
4.925e-05,0,0,0,1,1,h00
4.926e-05,0,0,0,1,1,h00
4.927e-05,0,0,0,1,1,h00
4.928e-05,0,0,0,1,0,h00
4.929e-05,0,0,0,1,0,h00
4.93e-05,0,0,0,1,0,h00
4.931e-05,0,0,0,1,0,h00
4.932e-05,0,0,0,1,0,h00
4.933e-05,0,0,0,1,0,h00
4.934e-05,0,0,0,1,1,h00
4.935e-05,0,0,0,1,1,h00
4.936e-05,0,0,0,1,1,h00
4.937e-05,0,0,0,1,1,h00
4.938e-05,0,0,0,1,1,h00
4.939e-05,0,0,0,1,1,h00
4.94e-05,0,0,0,1,1,h00
4.941e-05,0,0,0,1,0,h00
4.942e-05,0,0,0,1,0,h00
4.943e-05,0,0,0,1,0,h00
4.944e-05,0,0,0,1,0,h00
4.945e-05,0,0,0,1,0,h00
4.946e-05,0,0,0,1,0,h00
4.947e-05,0,0,0,1,1,h00
4.948e-05,0,0,0,1,1,h00
4.949e-05,0,0,0,1,1,h00
4.95e-05,0,0,0,1,1,h00
4.951e-05,0,0,0,1,1,h00
4.952e-05,0,0,0,1,1,h00
4.953e-05,0,0,0,1,1,h00
4.954e-05,0,0,0,1,0,h00
4.955e-05,0,0,0,1,0,h00
4.956e-05,0,0,0,1,0,h00
4.957e-05,0,0,0,1,0,h00
4.958e-05,0,0,0,1,0,h00
4.959e-05,0,0,0,1,0,h00
4.96e-05,0,0,0,1,1,h00
4.961e-05,0,0,0,1,1,h00
4.962e-05,0,0,0,1,1,h00
4.963e-05,0,0,0,1,1,h00
4.964e-05,0,0,0,1,1,h00
4.965e-05,0,0,0,1,1,h00
4.966e-05,0,0,0,1,0,h00
4.967e-05,0,0,0,1,0,h00
4.968e-05,0,0,0,1,0,h00
4.969e-05,0,0,0,1,0,h00
4.97e-05,0,0,0,1,0,h00
4.971e-05,0,0,0,1,0,h00
4.972e-05,0,0,0,1,0,h00
4.973e-05,0,0,0,1,1,h00
4.974e-05,0,0,0,1,1,h00
4.975e-05,0,0,0,1,1,h00
4.976e-05,0,0,0,1,1,h00
4.977e-05,0,0,0,1,1,h00
4.978e-05,0,0,0,1,1,h00
4.979e-05,0,0,0,1,0,h00
4.98e-05,0,0,0,1,0,h00
4.981e-05,0,0,0,1,0,h00
4.982e-05,0,0,0,1,0,h00
4.983e-05,0,0,0,1,0,h00
4.984e-05,0,0,0,1,0,h00
4.985e-05,0,0,0,1,0,h00
4.986e-05,0,0,0,1,1,h00
4.987e-05,0,0,0,1,1,h00
4.988e-05,0,0,0,1,1,h00
4.989e-05,0,0,0,1,1,h00
4.99e-05,0,0,0,1,1,h00
4.991e-05,0,0,0,1,1,h00
4.992e-05,0,0,0,1,0,h00
4.993e-05,0,0,0,1,0,h00
4.994e-05,0,0,0,1,0,h00
4.995e-05,0,0,0,1,0,h00
4.996e-05,0,0,0,1,0,h00
4.997e-05,0,0,0,1,0,h00
4.998e-05,0,0,0,1,1,h00
4.999e-05,0,0,0,1,1,h00
5e-05,0,0,0,1,1,h00
5.001e-05,0,0,0,1,1,h00
5.002e-05,0,0,0,1,1,h00
5.003e-05,0,0,0,1,1,h00
5.004e-05,0,0,0,1,1,h00
5.005e-05,0,0,0,1,0,h00
5.006e-05,0,0,0,1,0,h00
5.007e-05,0,0,0,1,0,h00
5.008e-05,0,0,0,1,0,h00
5.009e-05,0,0,0,1,0,h00
5.01e-05,0,0,0,1,0,h00
5.011e-05,0,0,0,1,1,h00
5.012e-05,0,0,0,1,1,h00
5.013e-05,0,0,0,1,1,h00
5.014e-05,0,0,0,1,1,h00
5.015e-05,0,0,0,1,1,h00
5.016e-05,0,0,0,1,1,h00
5.017e-05,0,0,0,1,1,h00
5.018e-05,0,0,0,1,0,h00
5.019e-05,0,0,0,1,0,h00
5.02e-05,0,0,0,1,0,h00
5.021e-05,0,0,0,1,0,h00
5.022e-05,0,0,0,1,0,h00
5.023e-05,0,0,0,1,0,h00
5.024e-05,0,0,0,1,1,h00
5.025e-05,0,0,0,1,1,h00
5.026e-05,0,0,0,1,1,h00
5.027e-05,0,0,0,1,1,h00
5.028e-05,0,0,0,1,1,h00
5.029e-05,0,0,0,1,1,h00
5.03e-05,0,0,0,1,0,h00
5.031e-05,0,0,0,1,0,h00
5.032e-05,0,0,0,1,0,h00
5.033e-05,0,0,0,1,0,h00
5.034e-05,0,0,0,1,0,h00
5.035e-05,0,0,0,1,0,h00
5.036e-05,0,0,0,1,0,h00
5.037e-05,0,0,0,1,1,h00
5.038e-05,0,0,0,1,1,h00
5.039e-05,0,0,0,1,1,h00
5.04e-05,0,0,0,1,1,h00
5.041e-05,0,0,0,1,1,h00
5.042e-05,0,0,0,1,1,h00
5.043e-05,0,0,0,1,0,h00
5.044e-05,0,0,0,1,0,h00
5.045e-05,0,0,0,1,0,h00
5.046e-05,0,0,0,1,0,h00
5.047e-05,0,0,0,1,0,h00
5.048e-05,0,0,0,1,0,h00
5.049e-05,0,0,0,1,0,h00
5.05e-05,0,0,0,1,1,h00
5.051e-05,0,0,0,1,1,h00
5.052e-05,0,0,0,1,1,h00
5.053e-05,0,0,0,1,1,h00
5.054e-05,0,0,0,1,1,h00
5.055e-05,0,0,0,1,1,h00
5.056e-05,0,0,0,1,0,h00
5.057e-05,0,0,0,1,0,h00
5.058e-05,0,0,0,1,0,h00
5.059e-05,0,0,0,1,0,h00
5.06e-05,0,0,0,1,0,h00
5.061e-05,0,0,0,1,0,h00
5.062e-05,0,0,0,1,1,h00
5.063e-05,0,0,0,1,1,h00
5.064e-05,0,0,0,1,1,h00
5.065e-05,0,0,0,1,1,h00
5.066e-05,0,0,0,1,1,h00
5.067e-05,0,0,0,1,1,h00
5.068e-05,0,0,0,1,1,h00
5.069e-05,0,0,0,1,0,h00
5.07e-05,0,0,0,1,0,h00
5.071e-05,0,0,0,1,0,h00
5.072e-05,0,0,0,1,0,h00
5.073e-05,0,0,0,1,0,h00
5.074e-05,0,0,0,1,0,h00
5.075e-05,0,0,0,1,1,h00
5.076e-05,0,0,0,1,1,h00
5.077e-05,0,0,0,1,1,h00
5.078e-05,0,0,0,1,1,h00
5.079e-05,0,0,0,1,1,h00
5.08e-05,0,0,0,1,1,h00
5.081e-05,0,0,0,1,1,h00
5.082e-05,0,0,0,1,0,h00
5.083e-05,0,0,0,1,0,h00
5.084e-05,0,0,0,1,0,h00
5.085e-05,0,0,0,1,0,h00
5.086e-05,0,0,0,1,0,h00
5.087e-05,0,0,0,1,0,h00
5.088e-05,0,0,0,1,1,h00
5.089e-05,0,0,0,1,1,h00
5.09e-05,0,0,0,1,1,h00
5.091e-05,0,0,0,1,1,h00
5.092e-05,0,0,0,1,1,h00
5.093e-05,0,0,0,1,1,h00
5.094e-05,0,0,0,1,0,h00
5.095e-05,0,0,0,1,0,h00
5.096e-05,0,0,0,1,0,h00
5.097e-05,0,0,0,1,0,h00
5.098e-05,0,0,0,1,0,h00
5.099e-05,0,0,0,1,0,h00
5.1e-05,0,0,0,1,0,h00
5.101e-05,0,0,0,1,1,h00
5.102e-05,0,0,0,1,1,h00
5.103e-05,0,0,0,1,1,h00
5.104e-05,0,0,0,1,1,h00
5.105e-05,0,0,0,1,1,h00
5.106e-05,0,0,0,1,1,h00
5.107e-05,0,0,0,1,0,h00
5.108e-05,0,0,0,1,0,h00
5.109e-05,0,0,0,1,0,h00
5.11e-05,0,0,0,1,0,h00
5.111e-05,0,0,0,1,0,h00
5.112e-05,0,0,0,1,0,h00
5.113e-05,0,0,0,1,0,h00
5.114e-05,0,0,0,1,1,h00
5.115e-05,0,0,0,1,1,h00
5.116e-05,0,0,0,1,1,h00
5.117e-05,0,0,0,1,1,h00
5.118e-05,0,0,0,1,1,h00
5.119e-05,0,0,0,1,1,h00
5.12e-05,0,0,0,1,0,h00
5.121e-05,0,0,0,1,0,h00
5.122e-05,0,0,0,1,0,h00
5.123e-05,0,0,0,1,0,h00
5.124e-05,0,0,0,1,0,h00
5.125e-05,0,0,0,1,0,h00
5.126e-05,0,0,0,1,1,h00
5.127e-05,0,0,0,1,1,h00
5.128e-05,0,0,0,1,1,h00
5.129e-05,0,0,0,1,1,h00
5.13e-05,0,0,0,1,1,h00
5.131e-05,0,0,0,1,1,h00
5.132e-05,0,0,0,1,1,h00
5.133e-05,0,0,0,1,0,h00
5.134e-05,0,0,0,1,0,h00
5.135e-05,0,0,0,1,0,h00
5.136e-05,0,0,0,1,0,h00
5.137e-05,0,0,0,1,0,h00
5.138e-05,0,0,0,1,0,h00
5.139e-05,0,0,0,1,1,h00
5.14e-05,0,0,0,1,1,h00
5.141e-05,0,0,0,1,1,h00
5.142e-05,0,0,0,1,1,h00
5.143e-05,0,0,0,1,1,h00
5.144e-05,0,0,0,1,1,h00
5.145e-05,0,0,0,1,1,h00
5.146e-05,0,0,0,1,0,h00
5.147e-05,0,0,0,1,0,h00
5.148e-05,0,0,0,1,0,h00
5.149e-05,0,0,0,1,0,h00
5.15e-05,0,0,0,1,0,h00
5.151e-05,0,0,0,1,0,h00
5.152e-05,0,0,0,1,1,h00
5.153e-05,0,0,0,1,1,h00
5.154e-05,0,0,0,1,1,h00
5.155e-05,0,0,0,1,1,h00
5.156e-05,0,0,0,1,1,h00
5.157e-05,0,0,0,1,1,h00
5.158e-05,0,0,0,1,0,h00
5.159e-05,0,0,0,1,0,h00
5.16e-05,0,0,0,1,0,h00
5.161e-05,0,0,0,1,0,h00
5.162e-05,0,0,0,1,0,h00
5.163e-05,0,0,0,1,0,h00
5.164e-05,0,0,0,1,0,h00
5.165e-05,0,0,0,1,1,h00
5.166e-05,0,0,0,1,1,h00
5.167e-05,0,0,0,1,1,h00
5.168e-05,0,0,0,1,1,h00
5.169e-05,0,0,0,1,1,h00
5.17e-05,0,0,0,1,1,h00
5.171e-05,0,0,0,1,0,h00
5.172e-05,0,0,0,1,0,h00
5.173e-05,0,0,0,1,0,h00
5.174e-05,0,0,0,1,0,h00
5.175e-05,0,0,0,1,0,h00
5.176e-05,0,0,0,1,0,h00
5.177e-05,0,0,0,1,0,h00
5.178e-05,0,0,0,1,1,h00
5.179e-05,0,0,0,1,1,h00
5.18e-05,0,0,0,1,1,h00
5.181e-05,0,0,0,1,1,h00
5.182e-05,0,0,0,1,1,h00
5.183e-05,0,0,0,1,1,h00
5.184e-05,0,0,0,1,0,h00
5.185e-05,0,0,0,1,0,h00
5.186e-05,0,0,0,1,0,h00
5.187e-05,0,0,0,1,0,h00
5.188e-05,0,0,0,1,0,h00
5.189e-05,0,0,0,1,0,h00
5.19e-05,0,0,0,1,1,h00
5.191e-05,0,0,0,1,1,h00
5.192e-05,0,0,0,1,1,h00
5.193e-05,0,0,0,1,1,h00
5.194e-05,0,0,0,1,1,h00
5.195e-05,0,0,0,1,1,h00
5.196e-05,0,0,0,1,1,h00
5.197e-05,0,0,0,1,0,h00
5.198e-05,0,0,0,1,0,h00
5.199e-05,0,0,0,1,0,h00
5.2e-05,0,0,0,1,0,h00
5.201e-05,0,0,0,1,0,h00
5.202e-05,0,0,0,1,0,h00
5.203e-05,0,0,0,1,1,h00
5.204e-05,0,0,0,1,1,h00
5.205e-05,0,0,0,1,1,h00
5.206e-05,0,0,0,1,1,h00
5.207e-05,0,0,0,1,1,h00
5.208e-05,0,0,0,1,1,h00
5.209e-05,0,0,0,1,1,h00
5.21e-05,0,0,0,1,0,h00
5.211e-05,0,0,0,1,0,h00
5.212e-05,0,0,0,1,0,h00
5.213e-05,0,0,0,1,0,h00
5.214e-05,0,0,0,1,0,h00
5.215e-05,0,0,0,1,0,h00
5.216e-05,0,0,0,1,1,h00
5.217e-05,0,0,0,1,1,h00
5.218e-05,0,0,0,1,1,h00
5.219e-05,0,0,0,1,1,h00
5.22e-05,0,0,0,1,1,h00
5.221e-05,0,0,0,1,1,h00
5.222e-05,0,0,0,1,0,h00
5.223e-05,0,0,0,1,0,h00
5.224e-05,0,0,0,1,0,h00
5.225e-05,0,0,0,1,0,h00
5.226e-05,0,0,0,1,0,h00
5.227e-05,0,0,0,1,0,h00
5.228e-05,0,0,0,1,0,h00
5.229e-05,0,0,0,1,1,h00
5.23e-05,0,0,0,1,1,h00
5.231e-05,0,0,0,1,1,h00
5.232e-05,0,0,0,1,1,h00
5.233e-05,0,0,0,1,1,h00
5.234e-05,0,0,0,1,1,h00
5.235e-05,0,0,0,1,0,h00
5.236e-05,0,0,0,1,0,h00
5.237e-05,0,0,0,1,0,h00
5.238e-05,0,0,0,1,0,h00
5.239e-05,0,0,0,1,0,h00
5.24e-05,0,0,0,1,0,h00
5.241e-05,0,0,0,1,0,h00
5.242e-05,0,0,0,1,1,h00
5.243e-05,0,0,0,1,1,h00
5.244e-05,0,0,0,1,1,h00
5.245e-05,0,0,0,1,1,h00
5.246e-05,0,0,0,1,1,h00
5.247e-05,0,0,0,1,1,h00
5.248e-05,0,0,0,1,0,h00
5.249e-05,0,0,0,1,0,h00
5.25e-05,0,0,0,1,0,h00
5.251e-05,0,0,0,1,0,h00
5.252e-05,0,0,0,1,0,h00
5.253e-05,0,0,0,1,0,h00
5.254e-05,0,0,0,1,1,h00
5.255e-05,0,0,0,1,1,h00
5.256e-05,0,0,0,1,1,h00
5.257e-05,0,0,0,1,1,h00
5.258e-05,0,0,0,1,1,h00
5.259e-05,0,0,0,1,1,h00
5.26e-05,0,0,0,1,1,h00
5.261e-05,0,0,0,1,0,h00
5.262e-05,0,0,0,1,0,h00
5.263e-05,0,0,0,1,0,h00
5.264e-05,0,0,0,1,0,h00
5.265e-05,0,0,0,1,0,h00
5.266e-05,0,0,0,1,0,h00
5.267e-05,0,0,0,1,1,h00
5.268e-05,0,0,0,1,1,h00
5.269e-05,0,0,0,1,1,h00
5.27e-05,0,0,0,1,1,h00
5.271e-05,0,0,0,1,1,h00
5.272e-05,0,0,0,1,1,h00
5.273e-05,0,0,0,1,1,h00
5.274e-05,0,0,0,1,0,h00
5.275e-05,0,0,0,1,0,h00
5.276e-05,0,0,0,1,0,h00
5.277e-05,0,0,0,1,0,h00
5.278e-05,0,0,0,1,0,h00
5.279e-05,0,0,0,1,0,h00
5.28e-05,0,0,0,1,1,h00
5.281e-05,0,0,0,1,1,h00
5.282e-05,0,0,0,1,1,h00
5.283e-05,0,0,0,1,1,h00
5.284e-05,0,0,0,1,1,h00
5.285e-05,0,0,0,1,1,h00
5.286e-05,0,0,0,1,0,h00
5.287e-05,0,0,0,1,0,h00
5.288e-05,0,0,0,1,0,h00
5.289e-05,0,0,0,1,0,h00
5.29e-05,0,0,0,1,0,h00
5.291e-05,0,0,0,1,0,h00
5.292e-05,0,0,0,1,0,h00
5.293e-05,0,0,0,1,1,h00
5.294e-05,0,0,0,1,1,h00
5.295e-05,0,0,0,1,1,h00
5.296e-05,0,0,0,1,1,h00
5.297e-05,0,0,0,1,1,h00
5.298e-05,0,0,0,1,1,h00
5.299e-05,0,0,0,1,0,h00
5.3e-05,0,0,0,1,0,h00
5.301e-05,0,0,0,1,0,h00
5.302e-05,0,0,0,1,0,h00
5.303e-05,0,0,0,1,0,h00
5.304e-05,0,0,0,1,0,h00
5.305e-05,0,0,0,1,0,h00
5.306e-05,0,0,0,1,1,h00
5.307e-05,0,0,0,1,1,h00
5.308e-05,0,0,0,1,1,h00
5.309e-05,0,0,0,1,1,h00
5.31e-05,0,0,0,1,1,h00
5.311e-05,0,0,0,1,1,h00
5.312e-05,1,0,0,1,0,h00
5.313e-05,1,0,0,1,0,h00
5.314e-05,1,0,0,1,0,h00
5.315e-05,1,0,0,1,0,h00
5.316e-05,1,0,0,1,0,h00
5.317e-05,1,0,0,1,0,h00
5.318e-05,1,0,0,1,1,h00
5.319e-05,1,0,0,1,1,h00
5.32e-05,1,0,0,1,1,h00
5.321e-05,1,0,0,1,1,h00
5.322e-05,1,0,0,1,1,h00
5.323e-05,1,0,0,1,1,h00
5.324e-05,1,0,0,1,1,h00
5.325e-05,1,0,0,1,0,h00
5.326e-05,1,0,0,1,0,h00
5.327e-05,1,0,0,1,0,h00
5.328e-05,1,0,0,1,0,h00
5.329e-05,1,0,0,1,0,h00
5.33e-05,1,0,0,1,0,h00
5.331e-05,1,0,0,1,1,h00
5.332e-05,1,0,0,1,1,h00
5.333e-05,1,0,0,1,1,h00
5.334e-05,1,0,0,1,1,h00
5.335e-05,1,0,0,1,1,h00
5.336e-05,1,0,0,1,1,h00
5.337e-05,1,0,0,1,1,h00
5.338e-05,0,0,0,1,0,h00
5.339e-05,0,0,0,1,0,h00
5.34e-05,0,0,0,1,0,h00
5.341e-05,0,0,0,1,0,h00
5.342e-05,0,0,0,1,0,h00
5.343e-05,0,0,0,1,0,h00
5.344e-05,0,0,0,1,1,h00
5.345e-05,0,0,0,1,1,h00
5.346e-05,0,0,0,1,1,h00
5.347e-05,0,0,0,1,1,h00
5.348e-05,0,0,0,1,1,h00
5.349e-05,0,0,0,1,1,h00
5.35e-05,0,0,0,1,0,h00
5.351e-05,0,0,0,1,0,h00
5.352e-05,0,0,0,1,0,h00
5.353e-05,0,0,0,1,0,h00
5.354e-05,0,0,0,1,0,h00
5.355e-05,0,0,0,1,0,h00
5.356e-05,0,0,0,1,0,h00
5.357e-05,0,0,0,1,1,h00
5.358e-05,0,0,0,1,1,h00
5.359e-05,0,0,0,1,1,h00
5.36e-05,0,0,0,1,1,h00
5.361e-05,0,0,0,1,1,h00
5.362e-05,0,0,0,1,1,h00
5.363e-05,1,0,0,1,0,h00
5.364e-05,1,0,0,1,0,h00
5.365e-05,1,0,0,1,0,h00
5.366e-05,1,0,0,1,0,h00
5.367e-05,1,0,0,1,0,h00
5.368e-05,1,0,0,1,0,h00
5.369e-05,1,0,0,1,0,h00
5.37e-05,1,0,0,1,1,h00
5.371e-05,1,0,0,1,1,h00
5.372e-05,1,0,0,1,1,h00
5.373e-05,1,0,0,1,1,h00
5.374e-05,1,0,0,1,1,h00
5.375e-05,1,0,0,1,1,h00
5.376e-05,0,0,0,1,0,h00
5.377e-05,0,0,0,1,0,h00
5.378e-05,0,0,0,1,0,h00
5.379e-05,0,0,0,1,0,h00
5.38e-05,0,0,0,1,0,h00
5.381e-05,0,0,0,1,0,h00
5.382e-05,0,0,0,1,1,h00
5.383e-05,0,0,0,1,1,h00
5.384e-05,0,0,0,1,1,h00
5.385e-05,0,0,0,1,1,h00
5.386e-05,0,0,0,1,1,h00
5.387e-05,0,0,0,1,1,h00
5.388e-05,0,0,0,1,1,h00
5.389e-05,0,0,0,0,0,h00
5.39e-05,0,0,0,0,0,h00
5.391e-05,0,0,0,0,0,h00
5.392e-05,0,0,0,0,0,h00
5.393e-05,0,0,0,0,0,h00
5.394e-05,0,0,0,0,0,h00
5.395e-05,0,0,0,0,1,h00
5.396e-05,0,0,0,0,1,h00
5.397e-05,0,0,0,0,1,h00
5.398e-05,0,0,0,0,1,h00
5.399e-05,0,0,0,0,1,h00
5.4e-05,0,0,0,0,1,h00
5.401e-05,0,0,0,0,1,h00
5.402e-05,0,0,0,1,0,h00
5.403e-05,0,0,0,1,0,h00
5.404e-05,0,0,0,1,0,h00
5.405e-05,0,0,0,1,0,h00
5.406e-05,0,0,0,1,0,h00
5.407e-05,0,0,0,1,0,h00
5.408e-05,0,0,0,1,1,h00
5.409e-05,0,0,0,1,1,h00
5.41e-05,0,0,0,1,1,h00
5.411e-05,0,0,0,1,1,h00
5.412e-05,0,0,0,1,1,h00
5.413e-05,0,0,0,1,1,h00
5.414e-05,1,0,1,1,0,h00
5.415e-05,1,0,1,1,0,h00
5.416e-05,1,0,1,1,0,h00
5.417e-05,1,0,1,1,0,h00
5.418e-05,1,0,1,1,0,h00
5.419e-05,1,0,1,1,0,h00
5.42e-05,1,0,1,1,0,h00
5.421e-05,1,0,1,1,1,h00
5.422e-05,1,0,1,1,1,h00
5.423e-05,1,0,1,1,1,h00
5.424e-05,1,0,1,1,1,h00
5.425e-05,1,0,1,1,1,h00
5.426e-05,1,0,1,1,1,h00
5.427e-05,0,0,0,1,0,h00
5.428e-05,0,0,0,1,0,h00
5.429e-05,0,0,0,1,0,h00
5.43e-05,0,0,0,1,0,h00
5.431e-05,0,0,0,1,0,h00
5.432e-05,0,0,0,1,0,h00
5.433e-05,0,0,0,1,0,h00
5.434e-05,0,0,0,1,1,h00
5.435e-05,0,0,0,1,1,h00
5.436e-05,0,0,0,1,1,h00
5.437e-05,0,0,0,1,1,h00
5.438e-05,0,0,0,1,1,h00
5.439e-05,0,0,0,1,1,h00
5.44e-05,1,0,0,1,0,h00
5.441e-05,1,0,0,1,0,h00
5.442e-05,1,0,0,1,0,h00
5.443e-05,1,0,0,1,0,h00
5.444e-05,1,0,0,1,0,h00
5.445e-05,1,0,0,1,0,h00
5.446e-05,1,0,0,1,1,h00
5.447e-05,1,0,0,1,1,h00
5.448e-05,1,0,0,1,1,h00
5.449e-05,1,0,0,1,1,h00
5.45e-05,1,0,0,1,1,h00
5.451e-05,1,0,0,1,1,h00
5.452e-05,1,0,0,1,1,h00
5.453e-05,0,0,0,1,0,h00
5.454e-05,0,0,0,1,0,h00
5.455e-05,0,0,0,1,0,h00
5.456e-05,0,0,0,1,0,h00
5.457e-05,0,0,0,1,0,h00
5.458e-05,0,0,0,1,0,h00
5.459e-05,0,0,0,1,1,h00
5.46e-05,0,0,0,1,1,h00
5.461e-05,0,0,0,1,1,h00
5.462e-05,0,0,0,1,1,h00
5.463e-05,0,0,0,1,1,h00
5.464e-05,0,0,0,1,1,h00
5.465e-05,0,0,0,1,1,h00
5.466e-05,1,0,0,1,0,h00
5.467e-05,1,0,0,1,0,h00
5.468e-05,1,0,0,1,0,h00
5.469e-05,1,0,0,1,0,h00
5.47e-05,1,0,0,1,0,h00
5.471e-05,1,0,0,1,0,h00
5.472e-05,1,0,0,1,1,h00
5.473e-05,1,0,0,1,1,h00
5.474e-05,1,0,0,1,1,h00
5.475e-05,1,0,0,1,1,h00
5.476e-05,1,0,0,1,1,h00
5.477e-05,1,0,0,1,1,h00
5.478e-05,0,0,0,1,0,h00
5.479e-05,0,0,0,1,0,h00
5.48e-05,0,0,0,1,0,h00
5.481e-05,0,0,0,1,0,h00
5.482e-05,0,0,0,1,0,h00
5.483e-05,0,0,0,1,0,h00
5.484e-05,0,0,0,1,0,h00
5.485e-05,0,0,0,1,1,h00
5.486e-05,0,0,0,1,1,h00
5.487e-05,0,0,0,1,1,h00
5.488e-05,0,0,0,1,1,h00
5.489e-05,0,0,0,1,1,h00
5.49e-05,0,0,0,1,1,h00
5.491e-05,0,0,0,0,0,h00
5.492e-05,0,0,0,0,0,h00
5.493e-05,0,0,0,0,0,h00
5.494e-05,0,0,0,0,0,h00
5.495e-05,0,0,0,0,0,h00
5.496e-05,0,0,0,0,0,h00
5.497e-05,0,0,0,0,0,h00
5.498e-05,0,0,0,0,1,h00
5.499e-05,0,0,0,0,1,h00
5.5e-05,0,0,0,0,1,h00
5.501e-05,0,0,0,0,1,h00
5.502e-05,0,0,0,0,1,h00
5.503e-05,0,0,0,0,1,h00
5.504e-05,0,0,0,1,0,h00
5.505e-05,0,0,0,1,0,h00
5.506e-05,0,0,0,1,0,h00
5.507e-05,0,0,0,1,0,h00
5.508e-05,0,0,0,1,0,h00
5.509e-05,0,0,0,1,0,h00
5.51e-05,0,0,0,1,1,h00
5.511e-05,0,0,0,1,1,h00
5.512e-05,0,0,0,1,1,h00
5.513e-05,0,0,0,1,1,h00
5.514e-05,0,0,0,1,1,h00
5.515e-05,0,0,0,1,1,h00
5.516e-05,0,0,0,1,1,h00
5.517e-05,1,0,0,1,0,h00
5.518e-05,1,0,0,1,0,h00
